"","S1","S19","S20","S21","S2","S11","S12","S13","S14","S24","S33","S36","S34","S35","S18"
"rna-XM_069272140.1",305,288,420,298,305,342,335,450,551,428,844,228,319,472,388
"rna-XM_069254816.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069276240.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011209759.1",0,0,0,66,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069283104.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069285299.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069248674.1",782,595,0,682,380,1708,756,641,1220,1341,1097,0,937,598,0
"rna-XR_011206253.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069261994.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069265653.1",0,0,51,277,0,0,0,0,0,168,195,0,0,198,0
"rna-XM_069264758.1",146,68,74,44,0,0,67,0,0,0,0,41,200,0,49
"rna-XM_069284708.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069277047.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069268298.1",6679,30717,85812,27340,17563,11883,10691,16096,40333,19047,30796,7281,50217,18896,19950
"rna-XM_069256906.1",411,685,1135,410,525,553,724,925,590,627,1237,0,910,805,456
"rna-XM_069277802.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069261873.1",0,0,0,0,42,0,142,0,0,0,52,0,0,0,0
"rna-XM_069264256.1",2586,2815,1983,1896,1038,2178,1073,1555,2767,2577,1850,1822,2279,1526,1488
"rna-XM_069259640.1",236,216,290,276,260,217,239,270,227,248,404,841,209,381,301
"rna-XM_069260894.1",126,166,168,44,112,140,117,154,107,115,149,52,138,174,145
"rna-XM_069253746.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069253819.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069262993.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069282489.1",3954,3995,6658,5378,5185,2723,4314,4313,4638,5321,8222,3205,5071,4595,3491
"rna-XM_069260217.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069269160.1",2702,2294,3039,2925,2312,2227,2304,2201,1806,2564,3213,2199,2438,3232,2632
"rna-XM_069263963.1",0,0,0,0,0,68,0,0,0,0,0,0,0,0,0
"rna-XM_069249054.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069263104.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069283227.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069261398.1",99,0,0,0,0,151,141,0,0,62,391,0,0,0,0
"rna-XM_069263965.1",126,297,559,448,250,400,606,377,545,736,1015,483,432,555,405
"rna-XM_069281425.1",193,333,0,295,236,144,126,251,522,451,584,827,209,93,216
"rna-XM_069254330.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069280595.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069286253.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069280822.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069258980.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069283202.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011208185.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069277344.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069262117.1",630,831,1028,607,552,528,559,860,875,523,1318,452,842,1049,1261
"rna-XM_069280854.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069282904.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069253553.1",0,0,0,0,0,873,195,0,0,0,98,0,203,0,0
"rna-XM_069249775.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069263085.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069248602.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069255841.1",0,0,0,0,0,0,55,0,0,0,0,0,0,0,0
"rna-XM_069274103.1",1334,1274,1124,1260,1275,1521,2107,1206,1057,2096,3137,1451,1408,1333,1129
"rna-XM_069284026.1",0,0,160,0,0,0,0,84,180,0,119,0,0,0,29
"rna-XM_069267653.1",1610,1646,1369,1425,1276,1558,1532,1594,1541,1710,2258,1184,1112,1568,1440
"rna-XM_069252546.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011207341.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138332300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069278446.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069266910.1",0,0,0,0,0,0,0,169,0,0,488,0,0,0,143
"rna-XM_069267181.1",0,0,0,0,0,0,0,153,0,188,157,0,0,0,0
"rna-XM_069282177.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069257792.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069255357.1",0,0,140,0,0,0,187,0,0,126,301,0,0,0,0
"rna-XM_069271921.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069280091.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069263938.1",1129,486,427,639,961,0,62,462,438,549,666,1650,462,1011,0
"rna-XM_069270759.1",66,0,182,0,56,27,0,0,30,0,59,182,55,0,0
"rna-XM_069274082.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138327088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069246221.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069258119.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069247019.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069265426.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069250067.1",212,149,165,167,126,517,293,87,210,180,171,223,219,204,190
"rna-XM_069280326.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069280960.1",214,134,370,0,0,230,79,0,122,269,307,87,201,445,140
"rna-XM_069277172.1",0,27,0,81,65,0,0,0,52,0,0,0,9,0,24
"rna-XM_069285992.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069260006.1",63,88,38,69,122,0,0,106,0,46,46,60,0,79,54
"rna-XM_069252243.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069256400.1",688,209,809,293,0,232,238,527,278,1405,1345,0,958,0,0
"rna-XM_069286396.1",1208,1513,1670,1702,1259,1181,1453,1349,1317,2024,2454,1168,1467,1306,1426
"rna-XM_069261857.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069257683.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069257675.1",953,323,437,381,743,861,235,0,204,0,494,318,152,83,191
"rna-XM_069260533.1",180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069263686.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069283476.1",0,0,60,0,0,0,0,0,0,45,0,39,0,0,0
"rna-XM_069284560.1",306,132,342,485,345,381,307,200,352,547,313,1061,277,391,279
"gene-LOC138313439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069257500.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069248192.1",130,245,0,62,19,250,146,139,79,138,24,211,89,36,261
"rna-XM_069248436.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069258869.1",0,0,210,469,0,93,0,208,96,530,460,359,0,426,0
"rna-XM_069264909.1",0,0,0,171,98,59,0,75,0,74,194,687,142,426,156
"rna-XM_069246812.1",658,0,995,100,215,1275,162,1048,1102,160,696,146,427,629,287
"rna-XM_069256695.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069245937.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069275554.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069270987.1",164,0,151,0,209,0,92,0,0,96,0,0,0,0,0
"rna-XM_069244915.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069283018.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069267388.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069282533.1",687,849,880,444,704,654,564,1226,904,690,866,566,661,954,957
"rna-XM_069272061.1",0,467,0,0,0,0,0,0,0,0,434,0,0,0,0
"rna-XM_069264915.1",89,0,0,0,0,0,53,0,0,79,0,0,0,0,0
"rna-XM_069271565.1",572,551,216,595,575,613,0,302,1252,0,0,538,275,0,0
"rna-XM_069274627.1",578,645,686,1118,839,624,762,309,604,749,331,266,686,1176,826
"rna-XM_069273226.1",37,41,30,28,60,28,0,25,73,30,0,52,0,36,36
"rna-XM_069260111.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069266688.1",50,0,0,54,0,0,0,0,0,177,267,513,0,0,0
"rna-XM_069285303.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069245378.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069254437.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069244901.1",0,0,0,0,0,0,0,0,0,0,0,0,86,0,0
"rna-XM_069264412.1",114,271,408,320,0,150,53,317,329,281,403,301,240,260,294
"rna-XR_011209418.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069282726.1",0,0,0,0,0,0,53,29,0,0,0,0,0,0,0
"rna-XM_069271687.1",1091,834,838,1160,826,2319,536,799,1575,1203,1143,1384,726,1475,1115
"rna-XR_011207535.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069260161.1",100,139,217,0,183,210,83,195,74,67,262,112,74,139,163
"rna-XM_069248907.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069285313.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069249401.1",0,0,0,0,0,0,0,0,0,55,20,0,0,0,0
"rna-XM_069270822.1",166,239,316,236,264,180,229,200,130,143,301,256,184,232,246
"gene-LOC138316051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069267295.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069263559.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138316055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069246824.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069264323.1",0,0,0,0,0,0,0,0,0,0,761,0,0,0,305
"rna-XR_011206526.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069245711.1",0,0,0,0,0,0,0,0,0,0,0,401,0,0,0
"rna-XM_069255131.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069280422.1",74,137,236,130,176,68,261,181,104,199,247,178,170,206,104
"rna-XM_069285330.1",0,0,0,0,0,0,0,0,0,0,190,0,0,0,0
"rna-XM_069253426.1",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"rna-XM_069256320.1",0,0,287,0,0,0,0,0,0,100,243,0,0,0,0
"rna-XM_069250968.1",85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069283489.1",0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
"rna-XM_069266376.1",222,836,921,915,707,848,822,737,349,881,844,0,957,437,441
"rna-XR_011209706.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011206865.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069277146.1",0,0,0,0,0,0,0,0,0,0,87,0,0,0,0
"rna-XR_011210119.1",0,0,916,0,389,0,134,302,1119,491,0,0,896,1410,0
"rna-XM_069259026.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069266388.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069268015.1",111,415,260,0,130,142,116,490,111,0,290,0,0,50,361
"rna-XM_069267282.1",545,88,140,108,443,212,490,177,342,430,564,274,141,204,90
"rna-XR_011208166.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069259357.1",772,721,972,1075,1416,409,934,1103,780,1082,1546,1069,740,1550,1309
"rna-XM_069284822.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069271470.1",0,100,192,320,0,0,117,50,0,0,172,0,0,0,0
"rna-XM_069258140.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069272479.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069268368.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069269491.1",911,958,802,441,473,853,1515,707,580,1226,1673,1347,1087,1004,359
"rna-XM_069267048.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069252825.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011210485.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069245405.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069262739.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069248543.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069252839.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069264995.1",520,123,168,266,584,378,626,909,414,443,836,256,322,365,226
"rna-XM_069277757.1",283,261,307,209,332,352,322,426,240,262,388,272,220,478,177
"rna-XM_069258565.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069262308.1",185,82,134,144,0,255,91,86,0,134,225,88,118,242,120
"rna-XM_069281704.1",85,210,190,381,212,406,215,471,0,327,900,408,135,0,0
"rna-XM_069247484.1",1443,1601,2981,1096,2003,1049,1428,2343,1570,1176,2371,846,1747,1915,1346
"rna-XM_069274661.1",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"rna-XM_069280164.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069259886.1",0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
"rna-XM_069251863.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069275189.1",1355,768,867,601,632,707,1280,1564,788,1011,1681,1264,896,1022,1193
"rna-XM_069251068.1",0,0,336,83,0,0,0,0,42,247,208,42,0,246,0
"rna-XM_069279890.1",0,0,70,0,0,0,0,0,0,0,14,0,28,13,0
"rna-XM_069263543.1",115,67,99,157,0,102,26,105,95,194,200,374,0,73,0
"rna-XM_069271787.1",0,97,292,188,0,263,275,193,897,328,53,0,231,0,153
"rna-XM_069250576.1",0,0,0,0,0,0,0,0,0,0,19,248,0,0,0
"rna-XM_069263087.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069272447.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011206990.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069274642.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069266732.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069279742.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069279014.1",0,0,0,0,0,0,456,0,0,0,0,0,0,0,0
"rna-XR_011209907.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069256029.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069272493.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069272465.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069261132.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069254913.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069248099.1",0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
"rna-XM_069244836.1",0,0,0,0,0,0,0,0,0,299,0,0,0,0,0
"rna-XM_069256168.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069274585.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069265102.1",197,265,269,136,107,153,163,171,174,146,267,171,160,258,217
"rna-XM_069272530.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069286510.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011209591.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069266527.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069260333.1",2615,295,1428,0,2144,1316,2379,611,147,1545,559,1563,1644,2527,827
"rna-XM_069279367.1",0,0,94,138,0,64,79,67,0,0,0,0,76,156,0
"rna-XM_069275794.1",0,0,0,0,0,0,0,0,0,0,167,0,0,0,0
"rna-XM_069261679.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011207515.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069250257.1",87,0,18,34,0,124,56,52,50,0,145,131,0,17,0
"rna-XM_069273029.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069260690.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011209585.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069259525.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069282667.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069276066.1",85,193,338,297,310,237,100,238,0,256,122,200,278,217,148
"rna-XM_069245237.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069282060.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069264065.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069260459.1",112,218,210,87,187,0,247,261,232,225,346,0,202,273,242
"rna-XR_011210103.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069284103.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069251393.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069260323.1",292,218,0,452,405,384,443,381,498,113,462,281,208,359,355
"rna-XM_069284144.1",869,1059,1033,711,812,1199,1168,1116,771,1150,2107,448,725,671,1010
"rna-XM_069281734.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069279244.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069275695.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069251636.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069279197.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069273085.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069267060.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011206453.1",0,0,0,0,75,76,0,0,0,0,0,0,0,0,0
"rna-XR_011208317.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069264071.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011208841.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069275908.1",0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069271883.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069245227.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069279236.1",16,0,0,0,0,0,30,22,0,28,24,0,0,16,0
"rna-XM_069245344.1",0,0,0,120,0,0,108,218,41,52,0,0,0,0,172
"rna-XM_069285743.1",0,0,62,125,0,0,0,0,0,339,0,0,0,0,0
"rna-XM_069282406.1",0,0,0,0,0,0,0,167,0,0,0,0,0,0,87
"rna-XR_011206976.1",0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
"rna-XM_069269044.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069278207.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069273091.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069258656.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069257866.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138333176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069256150.1",565,457,466,414,415,296,372,494,562,400,687,192,280,465,368
"rna-XM_069251537.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069277578.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011209569.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069249667.1",634,542,867,657,482,539,847,615,551,835,1065,289,660,632,564
"rna-XM_069258747.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069245887.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069256858.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069245425.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069277097.1",0,38,282,200,258,148,112,0,178,320,199,296,220,266,74
"rna-XM_069251997.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069270199.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069279034.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069249677.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069269347.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069258882.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069270238.1",0,0,0,0,0,15,0,0,12,0,57,0,0,0,0
"gene-LOC138306519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138306516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011207581.1",0,67,64,0,0,0,10,40,0,0,0,31,0,0,21
"rna-XM_069256033.1",0,0,309,0,0,0,0,0,0,0,402,0,0,0,0
"rna-XM_069258757.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011209247.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069253502.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069251501.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069259742.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069279976.1",275,74,32,88,152,194,229,165,173,209,147,363,204,216,192
"rna-XM_069286373.1",0,0,0,0,0,884,1953,0,0,0,0,0,0,0,0
"rna-XM_069261310.1",491,660,757,505,620,802,633,658,241,780,1133,528,762,726,268
"rna-XR_011208974.1",12,12,0,53,0,0,0,0,23,0,14,0,0,0,0
"rna-XM_069248270.1",181,0,117,274,321,0,337,0,192,321,0,91,199,290,225
"rna-XM_069271303.1",0,0,99,0,29,0,98,0,0,69,0,0,0,0,0
"rna-XM_069286256.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069267424.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069269879.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069251029.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069255004.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069272143.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069271686.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069251515.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069271313.1",0,0,0,0,0,0,0,0,0,236,246,0,0,0,0
"rna-XM_069246499.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069281536.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011206675.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069277980.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011208499.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069265578.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069265921.1",0,0,0,0,0,0,0,0,117,0,134,0,0,0,0
"rna-XM_069277801.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069258303.1",4280,4724,6173,2828,4030,2312,3061,4915,3686,2452,4401,3511,4059,3897,5982
"rna-XM_069251480.1",135,0,0,22,156,96,106,155,153,350,259,143,111,64,60
"rna-XM_069279303.1",374,159,0,313,121,173,49,78,153,173,334,221,151,150,226
"rna-XR_011209639.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069251753.1",0,0,0,0,0,0,0,0,0,0,0,0,288,0,0
"rna-XM_069283999.1",1235,986,1184,1030,1113,1255,1294,1022,812,1606,2470,572,1017,1237,791
"rna-XM_069266466.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069260214.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011209973.1",0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
"rna-XR_011209979.1",0,0,0,0,0,0,0,0,0,0,179,0,0,0,0
"gene-LOC138335635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069280019.1",0,0,0,0,0,0,81,0,0,0,92,0,0,0,0
"rna-XM_069285549.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069256989.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011207844.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069269176.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069250362.1",56,137,375,249,128,156,0,0,53,136,223,0,200,230,205
"rna-XM_069285237.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069253809.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069270200.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069253335.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069258156.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069259240.1",90,237,343,449,57,109,814,0,0,272,680,0,216,0,81
"rna-XM_069283134.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
