Date,LifeStage,Tank_ID,pH_treatment,Notes,salinity_meas,temp_spec,temp_meas,TA _mmol.kgSW,TCO2_mmol.kgSW,pH_Chosen_scale,pH_out_TApH,fCO2_matm_TApH,pCO2_matm_TApH,HCO3_mmol.kgSW_TApH,CO3_mmol.kgSW_TApH,CO2_mmol.kgSW_TApH,B_Alk_mmol.kgSW_TApH,OH_mmol.kgSW_TApH,P_Alk_mmol.kgSW_TApH,Si_Alk_mmol.kgSW_TApH,Revelle_TApH,WCa_TApH,WAr_TApH,xCO2_TApH,pH_out_DICpH,fCO2_matm_DICpH,pCO2_matm_DICpH,HCO3_mmol.kgSW_DICpH,CO3_mmol.kgSW_DICpH,CO2_mmol.kgSW_DICpH,B_Alk_mmol.kgSW_DICpH,OH_mmol.kgSW_DICpH,P_Alk_mmol.kgSW_DICpH,Si_Alk_mmol.kgSW_DICpH,Revelle_DICpH,WCa_DICpH,WAr_DICpH,xCO2_DICpH
9/19/2022,Juveniles,7.5C (12),7.5,,28.79,23.17,22.4,1935.27,1851.92,7.734,7.745,763.5,766.1,1728.6,82.7,24,38.8,2.4,0,0,14.774,2.08,1.34,786.7,7.745,770.4,773,1744.2,83.5,24.2,38.8,2.4,0,0,14.806,2.1,1.35,793.9
9/19/2022,Juveniles,8B Green (2),8,,28.73,23.21,22.4,1933.74,1806.25,7.8646,7.876,543.3,545.1,1664.6,107.7,17.1,50.4,3.3,0,0,12.841,2.71,1.74,559.9,7.876,548.4,550.3,1680.3,108.7,17.2,50.4,3.3,0,0,12.872,2.73,1.76,565.1
9/19/2022,Juveniles,8D Green (4),8,,28.76,23.19,22.4,1942.95,1798.05,7.89,7.902,510.8,512.5,1658.8,113.8,16,53.1,3.4,0,0,12.485,2.86,1.84,526.4,7.902,513.5,515.2,1667.5,114.4,16.1,53.1,3.4,0,0,12.502,2.87,1.85,529.1
9/19/2022,Juveniles,8B Green/purple (2),7,,28.79,23.13,22.4,1940.53,1821.14,7.8309,7.842,597.1,599,1688.4,101,18.7,47.2,3,0,0,13.351,2.54,1.63,615.2,7.842,601.4,603.3,1700.6,101.7,18.9,47.2,3,0,0,13.375,2.55,1.64,619.6
9/19/2022,Juveniles,8D Green/purple (4),7,,28.83,23.21,22.4,1932.27,1818.97,7.8368,7.849,583.3,585.3,1677.2,102,18.3,48,3.1,0,0,13.22,2.56,1.65,601.1,7.849,590.3,592.2,1697.2,103.3,18.5,48,3.1,0,0,13.26,2.59,1.67,608.2
9/20/2022,Juveniles,7.5B,7.5,,28.66,23.07,22.7,1960.46,1863.24,7.771,7.776,715.4,717.8,1736.3,90,22.3,41.4,2.6,0,0,14.318,2.26,1.46,737.5,7.776,721,723.4,1750,90.8,22.5,41.4,2.6,0,0,14.345,2.28,1.47,743.3
9/20/2022,Juveniles,7.5D,7.5,,28.92,22.95,22.1,1948.18,1852.76,7.7726,7.785,692.9,695.2,1724,89.8,21.9,42.1,2.6,0,0,14.251,2.25,1.45,713.6,7.785,699.3,701.6,1740.1,90.6,22.1,42.1,2.6,0,0,14.284,2.27,1.46,720.2
9/20/2022,Juveniles,8:00 AM,8,,28.8,22.79,22.3,1969.26,1803.39,7.8763,7.884,543,544.8,1692.6,111.1,17.1,51.2,3.3,0,0,12.806,2.79,1.79,559.4,7.884,537.8,539.6,1676.4,110,16.9,51.2,3.3,0,0,12.774,2.76,1.78,554.1
9/20/2022,Juveniles,8C,8,,28.71,22.96,22.4,1957.49,1801.14,7.8758,7.884,539.5,541.3,1681.7,110.7,16.9,51.2,3.3,0,0,12.777,2.78,1.79,555.9,7.884,537.1,538.9,1674.1,110.2,16.9,51.2,3.3,0,0,12.763,2.77,1.78,553.4
9/20/2022,Juveniles,8mix A,7,,28.71,22.96,22.5,1961.81,1825.21,7.8121,7.819,641.1,643.3,1718.6,97.7,20.1,45,2.9,0,0,13.725,2.45,1.58,660.7,7.819,637.3,639.4,1708.2,97.1,20,45,2.9,0,0,13.704,2.44,1.57,656.7
9/20/2022,Juveniles,8 mix C,7,,28.71,22.94,22.5,1968.15,1824.16,7.8075,7.814,651.5,653.6,1726.7,97,20.4,44.6,2.8,0,0,13.809,2.44,1.57,671.4,7.814,644.4,646.5,1708,96,20.2,44.6,2.8,0,0,13.772,2.41,1.55,664.1
9/26/2022,Juveniles,7.5A,7.5,,28.13,22.83,22,1943.42,1869.67,7.7027,7.714,833.1,835.9,1754.8,75.8,26.5,34.9,2.1,0,0,15.532,1.91,1.23,857.9,7.714,838.8,841.5,1766.7,76.3,26.7,34.9,2.1,0,0,15.557,1.92,1.23,863.7
9/26/2022,Juveniles,7.5D,7.5,,28.08,23.13,22,1913.21,1864.72,7.7008,7.717,815.5,818.2,1726.4,74.9,26,35,2.1,0,0,15.457,1.89,1.21,839.8,7.717,832.3,835.1,1761.8,76.4,26.5,35,2.1,0,0,15.531,1.93,1.24,857.1
9/26/2022,Juveniles,8A,8,,28.1,22.71,21.9,1940.58,1818.97,7.8486,7.86,572.1,574,1687.7,101.6,18.3,46.8,3,0,0,13.394,2.56,1.64,589.1,7.86,575.8,577.7,1698.4,102.2,18.4,46.8,3,0,0,13.415,2.58,1.65,592.8
9/26/2022,Juveniles,8B,8,,28.1,22.8,22,1907.79,1814.18,7.8537,7.865,555.1,556.9,1655.1,101.1,17.7,47.4,3,0,0,13.235,2.55,1.64,571.6,7.865,567.7,569.5,1692.7,103.4,18.1,47.4,3,0,0,13.31,2.61,1.67,584.5
9/26/2022,Juveniles,8/7 mix C,7,,28.09,22.89,22,1907.19,1843.08,7.7751,7.788,678.1,680.4,1691.3,86.4,21.6,40.5,2.5,0,0,14.4,2.18,1.4,698.3,7.788,694.6,696.9,1732.4,88.5,22.1,40.5,2.5,0,0,14.486,2.23,1.43,715.3
9/26/2022,Juveniles,8/7 mix D,7,,28.1,22.8,22,1937.35,1845.17,7.7738,7.785,693.6,695.9,1719.7,87.4,22.1,40.3,2.5,0,0,14.493,2.2,1.41,714.2,7.785,699.6,702,1734.7,88.1,22.3,40.3,2.5,0,0,14.524,2.22,1.43,720.5
9/29/2022,Juveniles,7.5B ,7.5,,27.79,23.24,22.2,1957.31,1868.64,7.6966,7.711,849.2,852,1769.4,75.7,26.9,34.3,2.1,0,0,15.654,1.91,1.23,874.8,7.711,847.7,850.5,1766.2,75.6,26.9,34.3,2.1,0,0,15.647,1.91,1.22,873.2
9/29/2022,Juveniles,7.5C ,7.5,,27.88,23.12,22.2,1952.36,1862.41,7.7054,7.718,831.1,833.9,1761.6,76.8,26.4,34.9,2.2,0,0,15.516,1.94,1.24,856.1,7.718,830.1,832.8,1759.3,76.7,26.3,34.9,2.2,0,0,15.511,1.94,1.24,855.1
9/29/2022,Juveniles,8C Green ,8,,27.89,23.13,22.4,1958.59,1807.04,7.8633,7.874,559.2,561,1694.1,106.6,17.6,48.2,3.2,0,0,13.155,2.69,1.73,576.2,7.874,555.7,557.5,1683.6,105.9,17.5,48.2,3.2,0,0,13.134,2.68,1.72,572.6
9/29/2022,Juveniles,8D Green ,8,,27.92,23.18,22.3,1945.45,1808.29,7.7867,7.799,673.5,675.7,1719.7,90.8,21.3,41.4,2.7,0,0,14.271,2.29,1.47,693.9,7.799,664.8,667,1697.6,89.7,21,41.4,2.7,0,0,14.225,2.27,1.45,685
9/29/2022,Juveniles,7.0A Green/purple ,7,,27.74,23.2,22.4,1946.89,1855.46,7.7124,7.724,819.2,821.9,1753.9,77.7,25.9,35.3,2.2,0,0,15.419,1.97,1.26,844.1,7.724,818.3,821,1752,77.7,25.8,35.3,2.2,0,0,15.415,1.96,1.26,843.2
9/29/2022,Juveniles,7.0B Green/purple ,7,,27.8,23.17,22.4,1952.09,1855.94,7.7047,7.716,838.1,840.8,1761.6,76.8,26.4,34.8,2.2,0,0,15.526,1.94,1.24,863.6,7.716,834.1,836.8,1753.2,76.4,26.3,34.8,2.2,0,0,15.509,1.93,1.24,859.4
10/3/2022,Juveniles,7.5B,7.5,,28.55,22.47,21.3,1967.54,1887.86,7.7375,7.754,758.3,760.8,1762.9,82.2,24.5,38.1,2.2,0,0,15.065,2.06,1.32,780,7.754,765.7,768.2,1780.1,83,24.8,38.1,2.2,0,0,15.1,2.08,1.34,787.6
10/3/2022,Juveniles,7.5D,7.5,,28.59,22.86,21.3,1960.29,1891.69,7.7393,7.762,741.1,743.6,1752.9,83.2,24,38.7,2.3,0,0,14.931,2.09,1.34,762.3,7.762,753.7,756.2,1782.7,84.6,24.4,38.7,2.3,0,0,14.991,2.12,1.36,775.3
10/3/2022,Juveniles,8A Green ,8,,28.48,22.85,21.3,1966,1835.18,7.8819,7.905,513.9,515.6,1689.1,111.2,16.6,51.4,3.1,0,0,12.826,2.79,1.79,528.6,7.905,519,520.7,1706.1,112.3,16.8,51.4,3.1,0,0,12.859,2.82,1.81,533.9
10/3/2022,Juveniles,8C Green,8,,28.56,23.11,21.3,1964.8,1832.35,7.8772,7.904,514.3,516,1687.9,111.1,16.6,51.5,3.1,0,0,12.815,2.79,1.79,529,7.904,519,520.7,1703.4,112.2,16.8,51.5,3.1,0,0,12.845,2.81,1.8,533.9
10/3/2022,Juveniles,7.0B Green/purple,7,,28.81,23.05,20.4,1997.45,1893.48,7.7133,7.751,772.8,775.4,1796.1,80.9,25.6,37.5,2,0,0,15.332,2.02,1.3,793.9,7.751,769.1,771.7,1787.5,80.5,25.5,37.5,2,0,0,15.315,2.01,1.29,790
10/3/2022,Juveniles,7.0D Green/purple,7,,28.5,22.66,21.3,1964.51,1895.28,7.7211,7.74,784.5,787.1,1766.1,79.7,25.4,36.9,2.1,0,0,15.276,2,1.28,806.9,7.74,794.5,797.2,1788.9,80.7,25.7,36.9,2.1,0,0,15.322,2.03,1.3,817.3
10/6/2022,Juveniles,7.5A,7.5,,28.38,23.07,22.3,1937.39,1869.08,7.7189,7.73,797.4,800,1739.8,79.3,25.1,36.8,2.3,0,0,15.146,2,1.28,821.5,7.73,808.1,810.8,1763.3,80.3,25.5,36.8,2.3,0,0,15.194,2.02,1.3,832.6
10/6/2022,Juveniles,7.5C,7.5,,28.34,22.98,22.3,1944.65,1867.37,7.7265,7.736,787.9,790.5,1744.1,80.5,24.9,37.2,2.3,0,0,15.08,2.03,1.3,811.8,7.736,795.6,798.2,1761,81.3,25.1,37.2,2.3,0,0,15.115,2.05,1.32,819.6
10/6/2022,Juveniles,8B Green,8,,28.25,23.13,22.2,1932.65,1797.17,7.9049,7.919,488.4,490,1645.9,115,15.5,53.3,3.5,0,0,12.409,2.9,1.86,503.1,7.919,494.1,495.8,1665.2,116.4,15.6,53.3,3.5,0,0,12.446,2.93,1.88,509
10/6/2022,Juveniles,8D Green,8,,28.38,23.04,22.2,1940.11,1808.65,7.8825,7.895,521.3,523.1,1664.6,110.5,16.5,51.2,3.3,0,0,12.729,2.78,1.79,537,7.895,526.3,528,1680.5,111.6,16.6,51.2,3.3,0,0,12.76,2.81,1.8,542.1
10/6/2022,Juveniles,7.0A Green/purple,7,,28.39,23,22.2,1939.27,1869.58,7.6974,7.709,841.8,844.6,1750.6,75.7,26.6,35.1,2.2,0,0,15.473,1.91,1.22,867.1,7.709,849.4,852.2,1766.3,76.4,26.9,35.1,2.2,0,0,15.506,1.92,1.24,874.9
10/6/2022,Juveniles,7.0C Green/purple,7,,28.32,23.08,22.3,1930.96,1867.74,7.692,7.703,851.1,853.9,1744.9,74.6,26.9,34.7,2.1,0,0,15.531,1.88,1.21,876.8,7.703,860.9,863.8,1765.1,75.5,27.2,34.7,2.1,0,0,15.573,1.9,1.22,886.9
10/11/2022,Juveniles,7.5A,7.5,,28.23,23.04,21.4,1963.33,1857.57,7.7792,7.803,670.5,672.7,1738.8,90.3,21.7,41.5,2.5,0,0,14.4,2.27,1.45,689.8,7.803,672.9,675.2,1745.2,90.6,21.8,41.5,2.5,0,0,14.412,2.28,1.46,692.3
10/11/2022,Juveniles,7.5C,7.5,,28.23,22.69,21.4,1965.09,1856.93,7.7796,7.798,679.1,681.4,1742.6,89.5,22,41.1,2.5,0,0,14.473,2.25,1.44,698.7,7.798,680.2,682.5,1745.3,89.6,22,41.1,2.5,0,0,14.479,2.25,1.44,699.8
10/11/2022,Juveniles,8A,8,,28.26,22.76,21.3,1959.22,1806.99,7.9215,7.943,463.8,465.3,1663.2,118.9,15,54.8,3.4,0,0,12.318,2.99,1.92,477.1,7.943,466.3,467.9,1672.3,119.6,15.1,54.8,3.4,0,0,12.335,3.01,1.93,479.7
10/11/2022,Juveniles,8C,8,,28.23,22.45,21.4,1957.71,1807.34,7.9273,7.943,464,465.5,1661.4,119.1,15,54.8,3.4,0,0,12.303,3,1.92,477.3,7.943,467,468.6,1672.4,119.9,15.1,54.8,3.4,0,0,12.324,3.02,1.93,480.5
10/11/2022,Juveniles,7.0A Green/purple,7,,28.22,22.77,21.5,1953.28,1868.95,7.7529,7.771,723.7,726.1,1743.2,84.4,23.3,39,2.3,0,0,14.834,2.12,1.36,744.6,7.771,730.7,733.1,1760.2,85.2,23.6,39,2.3,0,0,14.869,2.14,1.37,751.9
10/11/2022,Juveniles,7.0C Green/purple,7,,28.17,22.67,21.4,1963.31,1863.11,7.7576,7.776,718.9,721.3,1751.3,85.3,23.3,39.2,2.3,0,0,14.825,2.15,1.37,739.6,7.776,720.2,722.6,1754.4,85.4,23.3,39.2,2.3,0,0,14.831,2.15,1.38,740.9
10/12/2022,Juveniles,7.5B,7.5,,28.51,23.37,22.2,1989.18,1884.6,7.7574,7.774,730.5,732.9,1767.9,89.2,23.1,40.4,2.5,0,0,14.579,2.24,1.44,752.5,7.774,732.2,734.7,1772.1,89.4,23.1,40.4,2.5,0,0,14.588,2.25,1.44,754.3
10/12/2022,Juveniles,7.5D,7.5,,28.49,23.32,22.2,1986.06,1888.74,7.751,7.767,742.9,745.4,1768.4,87.7,23.5,39.8,2.5,0,0,14.686,2.21,1.42,765.3,7.767,746.5,749,1777,88.1,23.6,39.8,2.5,0,0,14.703,2.22,1.42,769
10/12/2022,Juveniles,8B Green,8,,28.43,23.24,22.2,1981.3,1835.37,7.8926,7.908,514.4,516.1,1693.3,116,16.3,52.6,3.4,0,0,12.596,2.92,1.88,529.9,7.908,517.2,518.9,1702.4,116.6,16.4,52.6,3.4,0,0,12.613,2.93,1.89,532.7
10/12/2022,Juveniles,8D Green,8,,28.45,23.34,22.2,1990.36,1836.24,7.8965,7.913,509.4,511.1,1698,117.8,16.1,53.3,3.5,0,0,12.528,2.96,1.91,524.7,7.913,510.6,512.3,1702,118.1,16.1,53.3,3.5,0,0,12.535,2.97,1.91,526
10/12/2022,Juveniles,7.0B Green/purple,7,,28.49,23.06,22.2,1979.87,1889.71,7.7512,7.763,747.2,749.7,1764.3,86.8,23.6,39.5,2.5,0,0,14.727,2.18,1.4,769.7,7.763,753.2,755.7,1778.4,87.5,23.8,39.5,2.5,0,0,14.755,2.2,1.41,775.9
10/12/2022,Juveniles,7.0D Green/purple,7,,28.47,23.19,22.2,1993.52,1893.71,7.7548,7.769,742.2,744.7,1774.4,88.4,23.5,39.9,2.5,0,0,14.676,2.22,1.43,764.5,7.769,745.1,747.6,1781.5,88.7,23.6,39.9,2.5,0,0,14.69,2.23,1.43,767.6
10/17/2022,Juveniles,7.5B,7.5,,28.71,23.66,22.2,1980.2,1882.25,7.7459,7.767,739.6,742,1761.8,87.8,23.3,40.2,2.5,0,0,14.614,2.21,1.42,761.8,7.767,743.2,745.7,1770.5,88.3,23.5,40.2,2.5,0,0,14.631,2.22,1.43,765.6
10/17/2022,Juveniles,7.5C,7.5,,28.69,23.49,22.2,1981.99,1879.94,7.7484,7.767,740.3,742.7,1763.5,87.9,23.4,40.2,2.5,0,0,14.622,2.21,1.42,762.5,7.767,742.3,744.7,1768.4,88.1,23.4,40.2,2.5,0,0,14.632,2.21,1.42,764.6
10/17/2022,Juveniles,8B Green,8,,28.51,23.51,22.2,1979.2,1828.53,7.8888,7.908,513.1,514.8,1690.7,116.1,16.2,52.9,3.4,0,0,12.568,2.92,1.88,528.6,7.908,514.7,516.4,1695.8,116.5,16.3,52.9,3.4,0,0,12.578,2.93,1.88,530.2
10/17/2022,Juveniles,8D Green,8,,28.6,23.52,22.1,1979.79,1820.59,7.9156,7.937,475.4,477,1674.8,122.7,15.1,56,3.6,0,0,12.163,3.08,1.98,489.7,7.937,477.5,479.1,1682.3,123.2,15.1,56,3.6,0,0,12.177,3.1,1.99,491.8
10/17/2022,Juveniles,7.0B Green/purple,7,,28.7,23.52,22.2,1969.08,1894,7.7051,7.724,820.6,823.3,1770.2,79.9,25.9,36.8,2.2,0,0,15.224,2.01,1.29,845.3,7.724,828.4,831.2,1787.2,80.7,26.2,36.8,2.2,0,0,15.258,2.03,1.3,853.3
10/17/2022,Juveniles,7.0C Green/purple,7,,28.69,23.49,22.2,1976.74,1893.1,7.7018,7.72,831.8,834.5,1778.9,79.6,26.3,36.5,2.2,0,0,15.294,2,1.29,856.8,7.72,835.5,838.2,1786.8,79.9,26.4,36.5,2.2,0,0,15.31,2.01,1.29,860.6
10/17/2022,Juveniles,7A Green/purple,7,,28.7,23.07,22.2,,1925.02,7.6783,,,,,,,,,,,,,,,7.69,910.9,913.9,1820.2,76.1,28.8,34.4,2.1,0,0,15.761,1.91,1.23,938.3
10/17/2022,Juveniles,7B  Green/purple,7,,28.7,23.11,22.2,,1930.26,7.6814,,,,,,,,,,,,,,,7.694,905.5,908.5,1824.7,76.9,28.6,34.6,2.1,0,0,15.723,1.93,1.24,932.7
10/20/2022,Juveniles,7.5A,7.5,,28.53,22.06,21.2,1981.68,1866.59,7.7989,7.811,659.9,662.2,1751.1,92.7,21.4,42.6,2.5,0,0,14.268,2.33,1.49,678.7,7.811,660.4,662.6,1752.3,92.8,21.4,42.6,2.5,0,0,14.271,2.33,1.49,679.2
10/20/2022,Juveniles,7.5D,7.5,,28.55,22.68,21.2,1970.76,1862.47,7.7726,7.794,686.2,688.5,1749.1,89,22.3,41.2,2.4,0,0,14.506,2.23,1.43,705.7,7.794,686.9,689.2,1751,89.1,22.3,41.2,2.4,0,0,14.51,2.24,1.43,706.5
10/20/2022,Juveniles,8A ,8,,28.53,22.97,21.2,1973.4,1812.17,7.914,7.94,469.4,471,1676.1,119.5,15.2,55.1,3.4,0,0,12.335,3,1.92,482.8,7.94,469.8,471.4,1677.4,119.5,15.3,55.1,3.4,0,0,12.338,3,1.92,483.2
10/20/2022,Juveniles,8C,8,,28.51,22.6,21.3,1978.54,1817.97,7.9143,7.934,479.2,480.8,1683.7,118.5,15.5,54.4,3.3,0,0,12.421,2.98,1.91,493,7.934,479.3,480.9,1683.9,118.6,15.5,54.4,3.3,0,0,12.421,2.98,1.91,493
10/20/2022,Juveniles,7A,7,,28.55,22.83,21.1,1981.77,1989.34,7.6574,7.681,917.4,920.4,1806,70.7,29.9,32.6,1.8,0,0,16.162,1.77,1.14,943.4,7.681,957.2,960.4,1884.4,73.8,31.2,32.6,1.8,0,0,16.315,1.85,1.19,984.3
10/20/2022,Juveniles,7D,7,,28.53,22.46,21.2,1976.86,1984.73,7.6901,7.708,856.8,859.7,1791,74.7,27.8,34.5,2,0,0,15.778,1.88,1.2,881.2,7.708,898,901.1,1877.2,78.3,29.2,34.5,2,0,0,15.947,1.97,1.26,923.6
10/24/2022,Juveniles,7.5B,7.5,,28.28,23.04,22.3,1966.49,1894.56,7.7063,7.717,837.7,840.4,1772.4,78.1,26.4,35.6,2.2,0,0,15.418,1.97,1.26,863,7.717,845.5,848.3,1789,78.9,26.7,35.6,2.2,0,0,15.451,1.99,1.28,871.1
10/24/2022,Juveniles,7.5C,7.5,,28.28,23.06,22.3,1958.48,1894.15,7.7041,7.715,838.3,841,1765.8,77.5,26.5,35.5,2.2,0,0,15.43,1.95,1.25,863.6,7.715,849.2,852,1788.8,78.5,26.8,35.5,2.2,0,0,15.476,1.98,1.27,874.9
10/24/2022,Juveniles,8B Green,8,,28.3,22.93,22.2,1957.9,1830.79,7.889,7.9,520,521.7,1678.2,112.4,16.5,51.5,3.3,0,0,12.711,2.83,1.82,535.6,7.9,526.8,528.5,1700.2,113.9,16.7,51.5,3.3,0,0,12.753,2.87,1.84,542.6
10/24/2022,Juveniles,8D Green,8,,28.32,23.12,22.1,1963.01,1820.3,7.9021,7.917,497.8,499.5,1673.7,116.3,15.8,53.2,3.4,0,0,12.486,2.93,1.88,512.7,7.917,501.8,503.5,1687.1,117.3,15.9,53.2,3.4,0,0,12.512,2.95,1.9,516.8
10/24/2022,Juveniles,7.0B Green/purple,7,,28.28,22.96,22.3,1964.33,1942.52,7.5527,7.561,1233,1237.1,1824.6,56.3,38.9,25.7,1.5,0,0,17.225,1.42,0.91,1270.3,7.561,1247.6,1251.7,1846.2,56.9,39.4,25.7,1.5,0,0,17.265,1.43,0.92,1285.3
10/24/2022,Juveniles,7.0C Green/purple,7,,28.29,22.99,22.3,1959.05,1942.02,7.5447,7.554,1252.9,1257,1821.8,55.2,39.5,25.3,1.5,0,0,17.274,1.39,0.89,1290.8,7.554,1269.5,1273.7,1846,55.9,40.1,25.3,1.5,0,0,17.319,1.41,0.91,1307.9
10/27/2022,Juveniles,7.5A,7.5,,27.84,22.92,22.4,1979.45,1892.01,7.7056,7.713,855.3,858.1,1787.6,77.5,27,34.7,2.2,0,0,15.602,1.96,1.26,881.3,7.713,855.3,858.1,1787.5,77.5,27,34.7,2.2,0,0,15.602,1.96,1.26,881.3
10/27/2022,Juveniles,7.5D,7.5,,27.98,22.99,22.4,1974.36,1885.43,7.7046,7.713,851.9,854.8,1782.2,77.6,26.9,34.9,2.2,0,0,15.55,1.96,1.26,877.9,7.713,851.4,854.2,1781.1,77.5,26.8,34.9,2.2,0,0,15.548,1.96,1.26,877.3
10/27/2022,Juveniles,8A Green,8,,27.99,23.12,22.4,1968.72,1858.33,7.7867,7.797,685.4,687.7,1740.6,92,21.6,41.5,2.7,0,0,14.3,2.32,1.49,706.3,7.797,686.9,689.2,1744.5,92.2,21.7,41.5,2.7,0,0,14.308,2.33,1.49,707.8
10/27/2022,Juveniles,8C Green,8,,27.52,23.06,22.3,1989.54,1835.19,7.8892,7.9,532.4,534.2,1710.9,112.8,16.9,49.7,3.3,0,0,12.946,2.86,1.83,548.5,7.9,530.9,532.6,1705.9,112.5,16.8,49.7,3.3,0,0,12.936,2.85,1.83,546.9
10/27/2022,Juveniles,7.0A Green/purple,7,,27.99,23.12,22.4,2003.65,1932,7.5495,7.559,1269.3,1273.5,1863.1,56.9,40,25.3,1.5,0,0,17.368,1.44,0.92,1307.9,7.559,1251.1,1255.3,1836.5,56.1,39.4,25.3,1.5,0,0,17.319,1.42,0.91,1289.2
10/27/2022,Juveniles,7.0D Green/purple,7,,27.98,23.09,22.4,1982.33,1918.8,7.594,7.603,1125.4,1129.2,1829.2,61.8,35.5,27.7,1.7,0,0,16.929,1.56,1,1159.7,7.603,1120.9,1124.6,1821.9,61.6,35.3,27.7,1.7,0,0,16.914,1.56,1,1155
10/31/2022,Juveniles,7.5A,7.5,,28.3,22.95,22.2,1983.1,1884.99,7.7367,7.747,781.3,783.9,1775.4,83.7,24.7,37.9,2.4,0,0,15.027,2.11,1.35,804.8,7.747,781.8,784.4,1776.5,83.8,24.7,37.9,2.4,0,0,15.029,2.11,1.36,805.3
10/31/2022,Juveniles,7.5B,7.5,,28.45,22.99,22.3,1971.1,1883.64,7.7241,7.734,802.6,805.3,1768.6,81.5,25.3,37.2,2.3,0,0,15.13,2.05,1.32,826.9,7.734,806.1,808.8,1776.4,81.8,25.4,37.2,2.3,0,0,15.145,2.06,1.32,830.5
10/31/2022,Juveniles,8A,8,,28.4,23.17,22.3,1970.85,1852.69,7.8089,7.822,641.4,643.6,1729,97.3,20.2,44.4,2.8,0,0,13.842,2.45,1.57,660.8,7.822,643.7,645.8,1735,97.7,20.3,44.4,2.8,0,0,13.854,2.46,1.58,663.2
10/31/2022,Juveniles,8C,8,,28.29,22.99,22.3,1967.12,1842.93,7.8117,7.822,640.6,642.7,1726.3,97,20.2,44.2,2.8,0,0,13.864,2.44,1.57,660,7.822,640.4,642.6,1725.8,96.9,20.2,44.2,2.8,0,0,13.863,2.44,1.57,659.8
10/31/2022,Juveniles,7C,7,,28.5,22.93,22.3,1973.7,1933.22,7.5534,7.562,1235.6,1239.7,1832.4,56.9,38.9,26,1.6,0,0,17.181,1.43,0.92,1273,7.562,1238.8,1242.9,1837.2,57,39,26,1.6,0,0,17.19,1.43,0.92,1276.3
10/31/2022,Juveniles,7D,7,,28.5,23.05,22.2,1982.79,1929.13,7.5761,7.587,1164.5,1168.3,1833.5,60.2,36.8,27.4,1.6,0,0,16.988,1.51,0.97,1199.5,7.587,1163.7,1167.6,1832.2,60.1,36.8,27.4,1.6,0,0,16.986,1.51,0.97,1198.7
11/4/2022,Juveniles,7.5C,7.5,,28.38,22.47,22.3,1961.77,1884.51,7.7507,7.753,761.1,763.6,1752.3,84.2,24,38.6,2.4,0,0,14.852,2.12,1.36,784.1,7.753,770.9,773.4,1774.9,85.3,24.3,38.6,2.4,0,0,14.898,2.15,1.38,794.2
11/4/2022,Juveniles,7.5D,7.5,,28.35,22.54,22.3,1956.78,1880.9,7.7373,7.741,783.7,786.3,1753.2,81.8,24.7,37.6,2.3,0,0,15.034,2.06,1.32,807.4,7.741,792.6,795.2,1773.1,82.8,25,37.6,2.3,0,0,15.074,2.08,1.34,816.6
11/4/2022,Juveniles,8B,8,,28.38,22.72,22.3,1969.91,1839.8,7.8687,7.875,558.2,560,1701,108.2,17.6,49.3,3.2,0,0,13.049,2.73,1.75,575,7.875,562.1,564,1713.1,109,17.7,49.3,3.2,0,0,13.073,2.74,1.76,579.1
11/4/2022,Juveniles,8D,8,,28.31,22.89,22.3,1960.86,1839.65,7.8635,7.872,559.9,561.8,1694.9,107,17.7,48.9,3.2,0,0,13.093,2.69,1.73,576.8,7.872,566.1,568,1713.6,108.2,17.9,48.9,3.2,0,0,13.13,2.72,1.75,583.2
11/4/2022,Juveniles,7A,7,,28.39,22.87,22.3,1954.66,1927.46,7.5692,7.577,1180,1183.9,1810.4,58,37.2,26.7,1.6,0,0,17.045,1.46,0.94,1215.7,7.577,1193.5,1197.5,1831.1,58.7,37.6,26.7,1.6,0,0,17.085,1.48,0.95,1229.6
11/4/2022,Juveniles,7B,7,,28.12,22.99,22.3,1965.17,1915.7,7.6179,7.627,1049.3,1052.7,1805.1,64.5,33.1,29.3,1.8,0,0,16.62,1.63,1.04,1081,7.627,1056.4,1059.9,1817.4,64.9,33.4,29.3,1.8,0,0,16.645,1.64,1.05,1088.4
11/7/2022,Juveniles,7.5C,7.5,,28.4,22.86,22.1,1996.72,1907.43,7.745,7.756,769.1,771.6,1784.3,85.7,24.4,38.7,2.4,0,0,14.924,2.16,1.39,792.1,7.756,774.4,777,1796.6,86.3,24.6,38.7,2.4,0,0,14.949,2.17,1.39,797.6
11/7/2022,Juveniles,7.5D,7.5,,28.38,23.14,22.2,1979.88,1904.85,7.7353,7.749,776.9,779.4,1771.4,84,24.6,38.1,2.4,0,0,14.978,2.11,1.36,800.2,7.749,787.1,789.7,1794.9,85.1,24.9,38.1,2.4,0,0,15.025,2.14,1.38,810.8
11/7/2022,Juveniles,8A,8,,28.37,22.81,22.2,1976.32,1866.35,7.8509,7.86,582.5,584.4,1715.5,105,18.4,47.7,3.1,0,0,13.312,2.64,1.7,600,7.86,591.1,593.1,1741.1,106.6,18.7,47.7,3.1,0,0,13.361,2.68,1.72,608.9
11/7/2022,Juveniles,8D,8,,28.37,23.05,22.2,1980.95,1862.3,7.8544,7.867,573.3,575.1,1715.9,106.8,18.1,48.4,3.1,0,0,13.215,2.69,1.73,590.5,7.867,579.9,581.9,1736,108,18.3,48.4,3.1,0,0,13.254,2.72,1.75,597.4
